time,type,event,run,plate,barcode,replicate,transfer,comment
2022-04-28T14:17:30Z,timing,replication_end,1,3,$AssayPlate.ID$,0,14,none
2022-04-28T14:09:13Z,timing,replication_start,1,3,2022042703,0,14,none
2022-04-28T14:08:49Z,timing,readOD_end,1,3,2022042703,0,14,none
2022-04-28T14:04:00Z,timing,readOD_start,1,3,2022042703,0,14,none
2022-04-28T14:03:58Z,timing,incubation_end,1,3,2022042703,0,13,none
2022-04-28T14:03:31Z,timing,readAgar_end,1,3,2022042603,0,14,none
2022-04-28T13:59:41Z,timing,readAgar_start,1,3,2022042603,0,14,none
2022-04-28T13:57:18Z,timing,replication_end,1,2,$AssayPlate.ID$,0,14,none
2022-04-28T13:49:02Z,timing,replication_start,1,2,2022042702,0,14,none
2022-04-28T13:48:37Z,timing,readOD_end,1,2,2022042702,0,14,none
2022-04-28T13:43:49Z,timing,readOD_start,1,2,2022042702,0,14,none
2022-04-28T13:43:47Z,timing,incubation_end,1,2,2022042702,0,13,none
2022-04-28T13:43:20Z,timing,readAgar_end,1,2,2022042602,0,14,none
2022-04-28T13:39:26Z,timing,readAgar_start,1,2,2022042602,0,14,none
2022-04-28T13:37:03Z,timing,replication_end,1,1,$AssayPlate.ID$,0,14,none
2022-04-28T13:28:46Z,timing,replication_start,1,1,2022042701,0,14,none
2022-04-28T13:28:20Z,timing,readOD_end,1,1,2022042701,0,14,none
2022-04-28T13:23:31Z,timing,readOD_start,1,1,2022042701,0,14,none
2022-04-28T13:23:29Z,timing,incubation_end,1,1,2022042701,0,13,none
2022-04-28T13:23:02Z,timing,readAgar_end,1,1,2022042601,0,14,none
2022-04-28T13:18:58Z,timing,readAgar_start,1,1,2022042601,0,14,none
2022-04-28T02:04:28Z,timing,transfer14_end,1,0,none,0,14,none
2022-04-28T02:02:15Z,timing,replication_end,1,6,$AssayPlate.ID$,0,14,none
2022-04-28T01:53:52Z,timing,replication_start,1,6,2022042606,0,14,none
2022-04-28T01:53:22Z,timing,incubation_start,1,6,2022042706,0,14,none
2022-04-28T01:52:48Z,timing,readODbefore_end,1,6,2022042706,0,14,none
2022-04-28T01:48:01Z,timing,readODbefore_start,1,6,2022042706,0,14,none
2022-04-28T01:47:09Z,worklist,transfer_end,1,6,2022042706,0,14,plate_transfer.gwl
2022-04-28T01:44:52Z,worklist,transfer_start,1,6,2022042706,0,14,plate_transfer.gwl
2022-04-28T01:39:56Z,worklist,infection_end,1,6,2022042706,0,14,plate_infection.gwl
2022-04-28T00:18:07Z,worklist,infection_start,1,6,2022042706,0,14,plate_infection.gwl
2022-04-28T00:17:27Z,timing,readOD_end,1,6,2022042606,0,14,none
2022-04-28T00:12:37Z,timing,readOD_start,1,6,2022042606,0,14,none
2022-04-28T00:12:35Z,timing,incubation_end,1,6,2022042606,0,13,none
2022-04-28T00:11:36Z,worklist,turnover_end,1,6,2022042706,0,14,plate_turnover1.gwl
2022-04-27T23:47:14Z,worklist,turnover_start,1,6,2022042706,0,14,plate_turnover.gwl
2022-04-27T23:42:19Z,timing,readAgar_end,1,6,2022042506,0,14,none
2022-04-27T23:38:28Z,timing,readAgar_start,1,6,2022042506,0,14,none
2022-04-27T23:36:06Z,timing,replication_end,1,5,$AssayPlate.ID$,0,14,none
2022-04-27T23:27:42Z,timing,replication_start,1,5,2022042605,0,14,none
2022-04-27T23:27:13Z,timing,incubation_start,1,5,2022042705,0,14,none
2022-04-27T23:26:41Z,timing,readODbefore_end,1,5,2022042705,0,14,none
2022-04-27T23:21:54Z,timing,readODbefore_start,1,5,2022042705,0,14,none
2022-04-27T23:21:02Z,worklist,transfer_end,1,5,2022042705,0,14,plate_transfer.gwl
2022-04-27T23:18:45Z,worklist,transfer_start,1,5,2022042705,0,14,plate_transfer.gwl
2022-04-27T23:13:50Z,worklist,infection_end,1,5,2022042705,0,14,plate_infection.gwl
2022-04-27T21:52:00Z,worklist,infection_start,1,5,2022042705,0,14,plate_infection.gwl
2022-04-27T21:51:19Z,timing,readOD_end,1,5,2022042605,0,14,none
2022-04-27T21:46:29Z,timing,readOD_start,1,5,2022042605,0,14,none
2022-04-27T21:46:27Z,timing,incubation_end,1,5,2022042605,0,13,none
2022-04-27T21:45:28Z,worklist,turnover_end,1,5,2022042705,0,14,plate_turnover1.gwl
2022-04-27T21:21:03Z,worklist,turnover_start,1,5,2022042705,0,14,plate_turnover.gwl
2022-04-27T21:16:08Z,timing,readAgar_end,1,5,2022042505,0,14,none
2022-04-27T21:12:14Z,timing,readAgar_start,1,5,2022042505,0,14,none
2022-04-27T21:09:51Z,timing,replication_end,1,4,$AssayPlate.ID$,0,14,none
2022-04-27T21:01:28Z,timing,replication_start,1,4,2022042604,0,14,none
2022-04-27T21:00:58Z,timing,incubation_start,1,4,2022042704,0,14,none
2022-04-27T21:00:30Z,timing,readODbefore_end,1,4,2022042704,0,14,none
2022-04-27T20:55:42Z,timing,readODbefore_start,1,4,2022042704,0,14,none
2022-04-27T20:54:51Z,worklist,transfer_end,1,4,2022042704,0,14,plate_transfer.gwl
2022-04-27T20:52:34Z,worklist,transfer_start,1,4,2022042704,0,14,plate_transfer.gwl
2022-04-27T20:47:38Z,worklist,infection_end,1,4,2022042704,0,14,plate_infection.gwl
2022-04-27T19:25:49Z,worklist,infection_start,1,4,2022042704,0,14,plate_infection.gwl
2022-04-27T19:25:09Z,timing,readOD_end,1,4,2022042604,0,14,none
2022-04-27T19:20:15Z,timing,readOD_start,1,4,2022042604,0,14,none
2022-04-27T19:20:13Z,timing,incubation_end,1,4,2022042604,0,13,none
2022-04-27T19:19:12Z,worklist,turnover_end,1,4,2022042704,0,14,plate_turnover1.gwl
2022-04-27T18:54:45Z,worklist,turnover_start,1,4,2022042704,0,14,plate_turnover.gwl
2022-04-27T18:49:48Z,timing,readAgar_end,1,4,2022042504,0,14,none
2022-04-27T18:45:50Z,timing,readAgar_start,1,4,2022042504,0,14,none
2022-04-27T18:43:27Z,timing,replication_end,1,3,$AssayPlate.ID$,0,14,none
2022-04-27T18:35:05Z,timing,replication_start,1,3,2022042603,0,14,none
2022-04-27T18:34:35Z,timing,incubation_start,1,3,2022042703,0,14,none
2022-04-27T18:34:07Z,timing,readODbefore_end,1,3,2022042703,0,14,none
2022-04-27T18:29:20Z,timing,readODbefore_start,1,3,2022042703,0,14,none
2022-04-27T18:28:27Z,worklist,transfer_end,1,3,2022042703,0,14,plate_transfer.gwl
2022-04-27T18:26:11Z,worklist,transfer_start,1,3,2022042703,0,14,plate_transfer.gwl
2022-04-27T18:21:15Z,worklist,infection_end,1,3,2022042703,0,14,plate_infection.gwl
2022-04-27T16:59:29Z,worklist,infection_start,1,3,2022042703,0,14,plate_infection.gwl
2022-04-27T16:58:48Z,timing,readOD_end,1,3,2022042603,0,14,none
2022-04-27T16:53:58Z,timing,readOD_start,1,3,2022042603,0,14,none
2022-04-27T16:53:56Z,timing,incubation_end,1,3,2022042603,0,13,none
2022-04-27T16:52:56Z,worklist,turnover_end,1,3,2022042703,0,14,plate_turnover1.gwl
2022-04-27T16:28:24Z,worklist,turnover_start,1,3,2022042703,0,14,plate_turnover.gwl
2022-04-27T16:23:28Z,timing,readAgar_end,1,3,2022042503,0,14,none
2022-04-27T16:19:39Z,timing,readAgar_start,1,3,2022042503,0,14,none
2022-04-27T16:17:16Z,timing,replication_end,1,2,$AssayPlate.ID$,0,14,none
2022-04-27T16:08:52Z,timing,replication_start,1,2,2022042602,0,14,none
2022-04-27T16:08:23Z,timing,incubation_start,1,2,2022042702,0,14,none
2022-04-27T16:07:55Z,timing,readODbefore_end,1,2,2022042702,0,14,none
2022-04-27T16:03:08Z,timing,readODbefore_start,1,2,2022042702,0,14,none
2022-04-27T16:02:16Z,worklist,transfer_end,1,2,2022042702,0,14,plate_transfer.gwl
2022-04-27T16:00:00Z,worklist,transfer_start,1,2,2022042702,0,14,plate_transfer.gwl
2022-04-27T15:55:04Z,worklist,infection_end,1,2,2022042702,0,14,plate_infection.gwl
2022-04-27T14:33:16Z,worklist,infection_start,1,2,2022042702,0,14,plate_infection.gwl
2022-04-27T14:32:35Z,timing,readOD_end,1,2,2022042602,0,14,none
2022-04-27T14:27:46Z,timing,readOD_start,1,2,2022042602,0,14,none
2022-04-27T14:27:43Z,timing,incubation_end,1,2,2022042602,0,13,none
2022-04-27T14:26:44Z,worklist,turnover_end,1,2,2022042702,0,14,plate_turnover1.gwl
2022-04-27T14:02:07Z,worklist,turnover_start,1,2,2022042702,0,14,plate_turnover.gwl
2022-04-27T13:57:11Z,timing,readAgar_end,1,2,2022042502,0,14,none
2022-04-27T13:53:18Z,timing,readAgar_start,1,2,2022042502,0,14,none
2022-04-27T13:50:55Z,timing,replication_end,1,1,$AssayPlate.ID$,0,14,none
2022-04-27T13:42:34Z,timing,replication_start,1,1,2022042601,0,14,none
2022-04-27T13:42:04Z,timing,incubation_start,1,1,2022042701,0,14,none
2022-04-27T13:41:36Z,timing,readODbefore_end,1,1,2022042701,0,14,none
2022-04-27T13:36:49Z,timing,readODbefore_start,1,1,2022042701,0,14,none
2022-04-27T13:35:57Z,worklist,transfer_end,1,1,2022042701,0,14,plate_transfer.gwl
2022-04-27T13:33:39Z,worklist,transfer_start,1,1,2022042701,0,14,plate_transfer.gwl
2022-04-27T13:28:47Z,worklist,infection_end,1,1,2022042701,0,14,plate_infection.gwl
2022-04-27T12:07:02Z,worklist,infection_start,1,1,2022042701,0,14,plate_infection.gwl
2022-04-27T12:06:21Z,timing,readOD_end,1,1,2022042601,0,14,none
2022-04-27T12:01:31Z,timing,readOD_start,1,1,2022042601,0,14,none
2022-04-27T12:01:29Z,timing,incubation_end,1,1,2022042601,0,13,none
2022-04-27T12:00:29Z,worklist,turnover_end,1,1,2022042701,0,14,plate_turnover1.gwl
2022-04-27T11:35:51Z,worklist,turnover_start,1,1,2022042701,0,14,plate_turnover.gwl
2022-04-27T11:30:54Z,timing,readAgar_end,1,1,2022042501,0,14,none
2022-04-27T11:26:48Z,timing,readAgar_start,1,1,2022042501,0,14,none
2022-04-27T11:26:26Z,timing,readCheck_end,1,0,0,0,14,none
2022-04-27T11:22:24Z,timing,readCheck_start,1,0,0,0,14,none
2022-04-27T11:20:30Z,timing,strainTest_end,1,0,$AssayPlate.ID$,0,14,none
2022-04-27T11:11:46Z,timing,makeTestAgar1,0,NA,0,14,NA,NA
2022-04-27T11:10:36Z,timing,platesReady,1,0,none,0,14,none
2022-04-27T11:08:16Z,worklist,treatment_end,1,6,2022042706,0,14,plate_6_treatment.gwl
2022-04-27T10:27:54Z,worklist,treatment_start,1,6,2022042706,0,14,plate_6_treatment.gwl
2022-04-27T10:27:15Z,worklist,treatment_end,1,5,2022042705,0,14,plate_5_treatment.gwl
2022-04-27T10:02:53Z,worklist,treatment_start,1,5,2022042705,0,14,plate_5_treatment.gwl
2022-04-27T10:02:14Z,worklist,treatment_end,1,4,2022042704,0,14,plate_4_treatment.gwl
2022-04-27T09:37:54Z,worklist,treatment_start,1,4,2022042704,0,14,plate_4_treatment.gwl
2022-04-27T09:37:15Z,worklist,treatment_end,1,3,2022042703,0,14,plate_3_treatment.gwl
2022-04-27T09:12:57Z,worklist,treatment_start,1,3,2022042703,0,14,plate_3_treatment.gwl
2022-04-27T09:12:18Z,worklist,treatment_end,1,2,2022042702,0,14,plate_2_treatment.gwl
2022-04-27T08:48:03Z,worklist,treatment_start,1,2,2022042702,0,14,plate_2_treatment.gwl
2022-04-27T08:47:23Z,worklist,treatment_end,1,1,2022042701,0,14,plate_1_treatment.gwl
2022-04-27T08:26:24Z,worklist,treatment_start,1,1,2022042701,0,14,plate_1_treatment.gwl
2022-04-27T08:25:53Z,timing,fillPlates_end,1,0,none,0,14,none
2022-04-27T08:15:22Z,timing,fillPlates_start,1,0,none,0,14,none
2022-04-27T08:15:20Z,timing,transfer14_start,1,0,none,0,14,none
2022-04-27T00:16:16Z,timing,transfer13_end,1,0,none,0,13,none
2022-04-27T00:14:03Z,timing,replication_end,1,6,$AssayPlate.ID$,0,13,none
2022-04-27T00:05:39Z,timing,replication_start,1,6,2022042506,0,13,none
2022-04-27T00:05:09Z,timing,incubation_start,1,6,2022042606,0,13,none
2022-04-27T00:04:40Z,timing,readODbefore_end,1,6,2022042606,0,13,none
2022-04-26T23:59:53Z,timing,readODbefore_start,1,6,2022042606,0,13,none
2022-04-26T23:59:00Z,worklist,transfer_end,1,6,2022042606,0,13,plate_transfer.gwl
2022-04-26T23:56:44Z,worklist,transfer_start,1,6,2022042606,0,13,plate_transfer.gwl
2022-04-26T23:52:29Z,worklist,infection_end,1,6,2022042606,0,13,plate_infection.gwl
2022-04-26T22:50:12Z,worklist,infection_start,1,6,2022042606,0,13,plate_infection.gwl
2022-04-26T22:49:32Z,timing,readOD_end,1,6,2022042506,0,13,none
2022-04-26T22:44:42Z,timing,readOD_start,1,6,2022042506,0,13,none
2022-04-26T22:44:40Z,timing,incubation_end,1,6,2022042506,0,12,none
2022-04-26T22:43:41Z,worklist,turnover_end,1,6,2022042606,0,13,plate_turnover1.gwl
2022-04-26T22:24:43Z,worklist,turnover_start,1,6,2022042606,0,13,plate_turnover.gwl
2022-04-26T22:19:48Z,timing,readAgar_end,1,6,2022042406,0,13,none
2022-04-26T22:15:57Z,timing,readAgar_start,1,6,2022042406,0,13,none
2022-04-26T22:13:35Z,timing,replication_end,1,5,$AssayPlate.ID$,0,13,none
2022-04-26T22:05:10Z,timing,replication_start,1,5,2022042505,0,13,none
2022-04-26T22:04:41Z,timing,incubation_start,1,5,2022042605,0,13,none
2022-04-26T22:04:12Z,timing,readODbefore_end,1,5,2022042605,0,13,none
2022-04-26T21:59:25Z,timing,readODbefore_start,1,5,2022042605,0,13,none
2022-04-26T21:58:33Z,worklist,transfer_end,1,5,2022042605,0,13,plate_transfer.gwl
2022-04-26T21:56:16Z,worklist,transfer_start,1,5,2022042605,0,13,plate_transfer.gwl
2022-04-26T21:52:02Z,worklist,infection_end,1,5,2022042605,0,13,plate_infection.gwl
2022-04-26T20:49:43Z,worklist,infection_start,1,5,2022042605,0,13,plate_infection.gwl
2022-04-26T20:49:03Z,timing,readOD_end,1,5,2022042505,0,13,none
2022-04-26T20:44:13Z,timing,readOD_start,1,5,2022042505,0,13,none
2022-04-26T20:44:11Z,timing,incubation_end,1,5,2022042505,0,12,none
2022-04-26T20:43:12Z,worklist,turnover_end,1,5,2022042605,0,13,plate_turnover1.gwl
2022-04-26T20:24:11Z,worklist,turnover_start,1,5,2022042605,0,13,plate_turnover.gwl
2022-04-26T20:19:17Z,timing,readAgar_end,1,5,2022042405,0,13,none
2022-04-26T20:15:23Z,timing,readAgar_start,1,5,2022042405,0,13,none
2022-04-26T20:13:00Z,timing,replication_end,1,4,$AssayPlate.ID$,0,13,none
2022-04-26T20:04:37Z,timing,replication_start,1,4,2022042504,0,13,none
2022-04-26T20:04:07Z,timing,incubation_start,1,4,2022042604,0,13,none
2022-04-26T20:03:38Z,timing,readODbefore_end,1,4,2022042604,0,13,none
2022-04-26T19:58:51Z,timing,readODbefore_start,1,4,2022042604,0,13,none
2022-04-26T19:57:58Z,worklist,transfer_end,1,4,2022042604,0,13,plate_transfer.gwl
2022-04-26T19:55:40Z,worklist,transfer_start,1,4,2022042604,0,13,plate_transfer.gwl
2022-04-26T19:51:28Z,worklist,infection_end,1,4,2022042604,0,13,plate_infection.gwl
2022-04-26T18:49:13Z,worklist,infection_start,1,4,2022042604,0,13,plate_infection.gwl
2022-04-26T18:48:33Z,timing,readOD_end,1,4,2022042504,0,13,none
2022-04-26T18:43:43Z,timing,readOD_start,1,4,2022042504,0,13,none
2022-04-26T18:43:41Z,timing,incubation_end,1,4,2022042504,0,12,none
2022-04-26T18:42:41Z,worklist,turnover_end,1,4,2022042604,0,13,plate_turnover1.gwl
2022-04-26T18:23:38Z,worklist,turnover_start,1,4,2022042604,0,13,plate_turnover.gwl
2022-04-26T18:18:42Z,timing,readAgar_end,1,4,2022042404,0,13,none
2022-04-26T18:14:44Z,timing,readAgar_start,1,4,2022042404,0,13,none
2022-04-26T18:12:22Z,timing,replication_end,1,3,$AssayPlate.ID$,0,13,none
2022-04-26T18:03:59Z,timing,replication_start,1,3,2022042503,0,13,none
2022-04-26T18:03:30Z,timing,incubation_start,1,3,2022042603,0,13,none
2022-04-26T18:03:00Z,timing,readODbefore_end,1,3,2022042603,0,13,none
2022-04-26T17:58:14Z,timing,readODbefore_start,1,3,2022042603,0,13,none
2022-04-26T17:57:22Z,worklist,transfer_end,1,3,2022042603,0,13,plate_transfer.gwl
2022-04-26T17:55:06Z,worklist,transfer_start,1,3,2022042603,0,13,plate_transfer.gwl
2022-04-26T17:50:52Z,worklist,infection_end,1,3,2022042603,0,13,plate_infection.gwl
2022-04-26T16:48:33Z,worklist,infection_start,1,3,2022042603,0,13,plate_infection.gwl
2022-04-26T16:47:52Z,timing,readOD_end,1,3,2022042503,0,13,none
2022-04-26T16:43:02Z,timing,readOD_start,1,3,2022042503,0,13,none
2022-04-26T16:43:00Z,timing,incubation_end,1,3,2022042503,0,12,none
2022-04-26T16:42:01Z,worklist,turnover_end,1,3,2022042603,0,13,plate_turnover1.gwl
2022-04-26T16:22:55Z,worklist,turnover_start,1,3,2022042603,0,13,plate_turnover.gwl
2022-04-26T16:17:59Z,timing,readAgar_end,1,3,2022042403,0,13,none
2022-04-26T16:14:08Z,timing,readAgar_start,1,3,2022042403,0,13,none
2022-04-26T16:11:45Z,timing,replication_end,1,2,$AssayPlate.ID$,0,13,none
2022-04-26T16:03:22Z,timing,replication_start,1,2,2022042502,0,13,none
2022-04-26T16:02:52Z,timing,incubation_start,1,2,2022042602,0,13,none
2022-04-26T16:02:23Z,timing,readODbefore_end,1,2,2022042602,0,13,none
2022-04-26T15:57:36Z,timing,readODbefore_start,1,2,2022042602,0,13,none
2022-04-26T15:56:43Z,worklist,transfer_end,1,2,2022042602,0,13,plate_transfer.gwl
2022-04-26T15:54:27Z,worklist,transfer_start,1,2,2022042602,0,13,plate_transfer.gwl
2022-04-26T15:50:12Z,worklist,infection_end,1,2,2022042602,0,13,plate_infection.gwl
2022-04-26T14:47:54Z,worklist,infection_start,1,2,2022042602,0,13,plate_infection.gwl
2022-04-26T14:47:14Z,timing,readOD_end,1,2,2022042502,0,13,none
2022-04-26T14:42:24Z,timing,readOD_start,1,2,2022042502,0,13,none
2022-04-26T14:42:22Z,timing,incubation_end,1,2,2022042502,0,12,none
2022-04-26T14:41:22Z,worklist,turnover_end,1,2,2022042602,0,13,plate_turnover1.gwl
2022-04-26T14:22:13Z,worklist,turnover_start,1,2,2022042602,0,13,plate_turnover.gwl
2022-04-26T14:17:18Z,timing,readAgar_end,1,2,2022042402,0,13,none
2022-04-26T14:13:24Z,timing,readAgar_start,1,2,2022042402,0,13,none
2022-04-26T14:11:01Z,timing,replication_end,1,1,$AssayPlate.ID$,0,13,none
2022-04-26T14:02:38Z,timing,replication_start,1,1,2022042501,0,13,none
2022-04-26T14:02:08Z,timing,incubation_start,1,1,2022042601,0,13,none
2022-04-26T14:01:39Z,timing,readODbefore_end,1,1,2022042601,0,13,none
2022-04-26T13:56:52Z,timing,readODbefore_start,1,1,2022042601,0,13,none
2022-04-26T13:56:00Z,worklist,transfer_end,1,1,2022042601,0,13,plate_transfer.gwl
2022-04-26T13:53:43Z,worklist,transfer_start,1,1,2022042601,0,13,plate_transfer.gwl
2022-04-26T13:49:29Z,worklist,infection_end,1,1,2022042601,0,13,plate_infection.gwl
2022-04-26T12:47:10Z,worklist,infection_start,1,1,2022042601,0,13,plate_infection.gwl
2022-04-26T12:46:29Z,timing,readOD_end,1,1,2022042501,0,13,none
2022-04-26T12:41:39Z,timing,readOD_start,1,1,2022042501,0,13,none
2022-04-26T12:41:36Z,timing,incubation_end,1,1,2022042501,0,12,none
2022-04-26T12:40:37Z,worklist,turnover_end,1,1,2022042601,0,13,plate_turnover1.gwl
2022-04-26T12:21:25Z,worklist,turnover_start,1,1,2022042601,0,13,plate_turnover.gwl
2022-04-26T12:16:28Z,timing,readAgar_end,1,1,2022042401,0,13,none
2022-04-26T12:12:22Z,timing,readAgar_start,1,1,2022042401,0,13,none
2022-04-26T12:12:00Z,timing,readCheck_end,1,0,0,0,13,none
2022-04-26T12:07:55Z,timing,readCheck_start,1,0,0,0,13,none
2022-04-26T12:06:02Z,timing,strainTest_end,1,0,$AssayPlate.ID$,0,13,none
2022-04-26T11:57:14Z,timing,makeTestAgar1,0,NA,0,13,NA,NA
2022-04-26T11:56:13Z,timing,platesReady,1,0,none,0,13,none
2022-04-26T11:53:52Z,worklist,treatment_end,1,6,2022042606,0,13,plate_6_treatment.gwl
2022-04-26T11:11:46Z,worklist,treatment_start,1,6,2022042606,0,13,plate_6_treatment.gwl
2022-04-26T11:11:09Z,worklist,treatment_end,1,5,2022042605,0,13,plate_5_treatment.gwl
2022-04-26T10:46:32Z,worklist,treatment_start,1,5,2022042605,0,13,plate_5_treatment.gwl
2022-04-26T10:45:52Z,worklist,treatment_end,1,4,2022042604,0,13,plate_4_treatment.gwl
2022-04-26T10:21:17Z,worklist,treatment_start,1,4,2022042604,0,13,plate_4_treatment.gwl
2022-04-26T10:20:38Z,worklist,treatment_end,1,3,2022042603,0,13,plate_3_treatment.gwl
2022-04-26T09:56:04Z,worklist,treatment_start,1,3,2022042603,0,13,plate_3_treatment.gwl
2022-04-26T09:55:25Z,worklist,treatment_end,1,2,2022042602,0,13,plate_2_treatment.gwl
2022-04-26T09:30:52Z,worklist,treatment_start,1,2,2022042602,0,13,plate_2_treatment.gwl
2022-04-26T09:30:14Z,worklist,treatment_end,1,1,2022042601,0,13,plate_1_treatment.gwl
2022-04-26T09:08:59Z,worklist,treatment_start,1,1,2022042601,0,13,plate_1_treatment.gwl
2022-04-26T09:08:29Z,timing,fillPlates_end,1,0,none,0,13,none
2022-04-26T08:58:06Z,timing,fillPlates_start,1,0,none,0,13,none
2022-04-26T08:58:04Z,timing,transfer13_start,1,0,none,0,13,none
2022-04-26T04:28:42Z,timing,transfer12_end,1,0,none,0,12,none
2022-04-26T04:26:29Z,timing,replication_end,1,6,$AssayPlate.ID$,0,12,none
2022-04-26T04:18:06Z,timing,replication_start,1,6,2022042406,0,12,none
2022-04-26T04:17:36Z,timing,incubation_start,1,6,2022042506,0,12,none
2022-04-26T04:17:06Z,timing,readODbefore_end,1,6,2022042506,0,12,none
2022-04-26T04:12:19Z,timing,readODbefore_start,1,6,2022042506,0,12,none
2022-04-26T04:11:27Z,worklist,transfer_end,1,6,2022042506,0,12,plate_transfer.gwl
2022-04-26T04:09:10Z,worklist,transfer_start,1,6,2022042506,0,12,plate_transfer.gwl
2022-04-26T04:04:39Z,worklist,infection_end,1,6,2022042506,0,12,plate_infection.gwl
2022-04-26T03:02:18Z,worklist,infection_start,1,6,2022042506,0,12,plate_infection.gwl
2022-04-26T03:01:37Z,timing,readOD_end,1,6,2022042406,0,12,none
2022-04-26T02:56:47Z,timing,readOD_start,1,6,2022042406,0,12,none
2022-04-26T02:56:45Z,timing,incubation_end,1,6,2022042406,0,11,none
2022-04-26T02:55:41Z,worklist,turnover_end,1,6,2022042506,0,12,plate_turnover1.gwl
2022-04-26T02:34:34Z,worklist,turnover_start,1,6,2022042506,0,12,plate_turnover.gwl
2022-04-26T02:29:39Z,timing,readAgar_end,1,6,2022042306,0,12,none
2022-04-26T02:25:48Z,timing,readAgar_start,1,6,2022042306,0,12,none
2022-04-26T02:23:26Z,timing,replication_end,1,5,$AssayPlate.ID$,0,12,none
2022-04-26T02:15:02Z,timing,replication_start,1,5,2022042405,0,12,none
2022-04-26T02:14:32Z,timing,incubation_start,1,5,2022042505,0,12,none
2022-04-26T02:14:03Z,timing,readODbefore_end,1,5,2022042505,0,12,none
2022-04-26T02:09:16Z,timing,readODbefore_start,1,5,2022042505,0,12,none
2022-04-26T02:08:24Z,worklist,transfer_end,1,5,2022042505,0,12,plate_transfer.gwl
2022-04-26T02:06:07Z,worklist,transfer_start,1,5,2022042505,0,12,plate_transfer.gwl
2022-04-26T02:01:36Z,worklist,infection_end,1,5,2022042505,0,12,plate_infection.gwl
2022-04-26T00:59:19Z,worklist,infection_start,1,5,2022042505,0,12,plate_infection.gwl
2022-04-26T00:58:39Z,timing,readOD_end,1,5,2022042405,0,12,none
2022-04-26T00:53:49Z,timing,readOD_start,1,5,2022042405,0,12,none
2022-04-26T00:53:47Z,timing,incubation_end,1,5,2022042405,0,11,none
2022-04-26T00:52:44Z,worklist,turnover_end,1,5,2022042505,0,12,plate_turnover1.gwl
2022-04-26T00:31:34Z,worklist,turnover_start,1,5,2022042505,0,12,plate_turnover.gwl
2022-04-26T00:26:39Z,timing,readAgar_end,1,5,2022042305,0,12,none
2022-04-26T00:22:45Z,timing,readAgar_start,1,5,2022042305,0,12,none
2022-04-26T00:20:22Z,timing,replication_end,1,4,$AssayPlate.ID$,0,12,none
2022-04-26T00:12:02Z,timing,replication_start,1,4,2022042404,0,12,none
