time,type,event,run,plate,barcode,replicate,transfer,comment
2021-05-10T22:17:32Z,worklist,transfer_start,1,4,2021051004,0,18,plate_transfer.gwl
2021-05-10T22:14:20Z,worklist,infection_end,1,4,2021051004,0,18,plate_infection.gwl
2021-05-10T20:49:07Z,worklist,infection_start,1,4,2021051004,0,18,plate_infection.gwl
2021-05-10T20:48:26Z,timing,readOD_end,1,4,2021050804,0,18,none
2021-05-10T20:43:37Z,timing,readOD_start,1,4,2021050804,0,18,none
2021-05-10T20:43:35Z,timing,incubation_end,1,4,2021050804,0,17,none
2021-05-10T20:42:39Z,worklist,turnover_end,1,4,2021051004,0,18,plate_turnover1.gwl
2021-05-10T20:30:18Z,worklist,turnover_start,1,4,2021051004,0,18,plate_turnover.gwl
2021-05-10T20:25:21Z,timing,readAgar_end,1,4,2021050704,0,18,none
2021-05-10T20:21:20Z,timing,readAgar_start,1,4,2021050704,0,18,none
2021-05-10T20:20:32Z,timing,replication_end,1,3,$AssayPlate.ID$,0,18,none
2021-05-10T20:14:21Z,timing,replication_start,1,3,2021050803,0,18,none
2021-05-10T20:13:51Z,timing,incubation_start,1,3,2021051003,0,18,none
2021-05-10T20:13:23Z,timing,readODbefore_end,1,3,2021051003,0,18,none
2021-05-10T20:08:37Z,timing,readODbefore_start,1,3,2021051003,0,18,none
2021-05-10T20:07:33Z,worklist,transfer_end,1,3,2021051003,0,18,plate_transfer.gwl
2021-05-10T20:05:19Z,worklist,transfer_start,1,3,2021051003,0,18,plate_transfer.gwl
2021-05-10T20:02:07Z,worklist,infection_end,1,3,2021051003,0,18,plate_infection.gwl
2021-05-10T18:36:49Z,worklist,infection_start,1,3,2021051003,0,18,plate_infection.gwl
2021-05-10T18:36:08Z,timing,readOD_end,1,3,2021050803,0,18,none
2021-05-10T18:31:19Z,timing,readOD_start,1,3,2021050803,0,18,none
2021-05-10T18:31:18Z,timing,incubation_end,1,3,2021050803,0,17,none
2021-05-10T18:30:21Z,worklist,turnover_end,1,3,2021051003,0,18,plate_turnover1.gwl
2021-05-10T18:18:00Z,worklist,turnover_start,1,3,2021051003,0,18,plate_turnover.gwl
2021-05-10T18:13:04Z,timing,readAgar_end,1,3,2021050703,0,18,none
2021-05-10T18:09:11Z,timing,readAgar_start,1,3,2021050703,0,18,none
2021-05-10T18:08:23Z,timing,replication_end,1,2,$AssayPlate.ID$,0,18,none
2021-05-10T18:02:12Z,timing,replication_start,1,2,2021050802,0,18,none
2021-05-10T18:01:42Z,timing,incubation_start,1,2,2021051002,0,18,none
2021-05-10T18:01:13Z,timing,readODbefore_end,1,2,2021051002,0,18,none
2021-05-10T17:56:27Z,timing,readODbefore_start,1,2,2021051002,0,18,none
2021-05-10T17:55:24Z,worklist,transfer_end,1,2,2021051002,0,18,plate_transfer.gwl
2021-05-10T17:53:10Z,worklist,transfer_start,1,2,2021051002,0,18,plate_transfer.gwl
2021-05-10T17:49:58Z,worklist,infection_end,1,2,2021051002,0,18,plate_infection.gwl
2021-05-10T16:24:41Z,worklist,infection_start,1,2,2021051002,0,18,plate_infection.gwl
2021-05-10T16:23:59Z,timing,readOD_end,1,2,2021050802,0,18,none
2021-05-10T16:19:10Z,timing,readOD_start,1,2,2021050802,0,18,none
2021-05-10T16:19:09Z,timing,incubation_end,1,2,2021050802,0,17,none
2021-05-10T16:18:12Z,worklist,turnover_end,1,2,2021051002,0,18,plate_turnover1.gwl
2021-05-10T16:05:50Z,worklist,turnover_start,1,2,2021051002,0,18,plate_turnover.gwl
2021-05-10T16:00:54Z,timing,readAgar_end,1,2,2021050702,0,18,none
2021-05-10T15:56:56Z,timing,readAgar_start,1,2,2021050702,0,18,none
2021-05-10T15:56:07Z,timing,replication_end,1,1,$AssayPlate.ID$,0,18,none
2021-05-10T15:49:57Z,timing,replication_start,1,1,2021050801,0,18,none
2021-05-10T15:49:27Z,timing,incubation_start,1,1,2021051001,0,18,none
2021-05-10T15:48:55Z,timing,readODbefore_end,1,1,2021051001,0,18,none
2021-05-10T15:44:09Z,timing,readODbefore_start,1,1,2021051001,0,18,none
2021-05-10T15:43:07Z,worklist,transfer_end,1,1,2021051001,0,18,plate_transfer.gwl
2021-05-10T15:40:53Z,worklist,transfer_start,1,1,2021051001,0,18,plate_transfer.gwl
2021-05-10T15:37:41Z,worklist,infection_end,1,1,2021051001,0,18,plate_infection.gwl
2021-05-10T14:12:25Z,worklist,infection_start,1,1,2021051001,0,18,plate_infection.gwl
2021-05-10T14:11:44Z,timing,readOD_end,1,1,2021050801,0,18,none
2021-05-10T14:06:54Z,timing,readOD_start,1,1,2021050801,0,18,none
2021-05-10T14:06:53Z,timing,incubation_end,1,1,2021050801,0,17,none
2021-05-10T14:05:56Z,worklist,turnover_end,1,1,2021051001,0,18,plate_turnover1.gwl
2021-05-10T13:53:36Z,worklist,turnover_start,1,1,2021051001,0,18,plate_turnover.gwl
2021-05-10T13:48:39Z,timing,readAgar_end,1,1,2021050701,0,18,none
2021-05-10T13:44:32Z,timing,readAgar_start,1,1,2021050701,0,18,none
2021-05-10T13:44:10Z,timing,readCheck_end,1,0,0,0,18,none
2021-05-10T13:40:12Z,timing,readCheck_start,1,0,0,0,18,none
2021-05-10T13:39:54Z,timing,strainTest_end,1,0,$AssayPlate.ID$,0,18,none
2021-05-10T13:33:09Z,timing,strainTest_start,1,0,$AssayPlate.ID$,0,18,none
2021-05-10T13:32:11Z,timing,platesReady,1,0,none,0,18,none
2021-05-10T13:29:53Z,worklist,treatment_end,1,6,2021051006,0,18,plate_6_treatment.gwl
2021-05-10T12:44:39Z,worklist,treatment_start,1,6,2021051006,0,18,plate_6_treatment.gwl
2021-05-10T12:44:00Z,worklist,treatment_end,1,5,2021051005,0,18,plate_5_treatment.gwl
2021-05-10T12:16:21Z,worklist,treatment_start,1,5,2021051005,0,18,plate_5_treatment.gwl
2021-05-10T12:15:39Z,worklist,treatment_end,1,4,2021051004,0,18,plate_4_treatment.gwl
2021-05-10T11:47:59Z,worklist,treatment_start,1,4,2021051004,0,18,plate_4_treatment.gwl
2021-05-10T11:47:17Z,worklist,treatment_end,1,3,2021051003,0,18,plate_3_treatment.gwl
2021-05-10T11:19:41Z,worklist,treatment_start,1,3,2021051003,0,18,plate_3_treatment.gwl
2021-05-10T11:19:00Z,worklist,treatment_end,1,2,2021051002,0,18,plate_2_treatment.gwl
2021-05-10T10:51:28Z,worklist,treatment_start,1,2,2021051002,0,18,plate_2_treatment.gwl
2021-05-10T10:50:49Z,worklist,treatment_end,1,1,2021051001,0,18,plate_1_treatment.gwl
2021-05-10T10:29:47Z,worklist,treatment_start,1,1,2021051001,0,18,plate_1_treatment.gwl
2021-05-10T10:29:17Z,timing,fillPlates_end,1,0,none,0,18,none
2021-05-10T10:18:52Z,timing,fillPlates_start,1,0,none,0,18,none
2021-05-10T10:18:51Z,timing,transfer18_start,1,0,none,0,18,none
2021-05-10T00:43:02Z,timing,transfer17_end,1,0,none,0,17,none
2021-05-10T00:42:22Z,timing,replication_end,1,6,$AssayPlate.ID$,0,17,none
2021-05-10T00:36:05Z,timing,replication_start,1,6,2021050706,0,17,none
2021-05-10T00:35:34Z,timing,incubation_start,1,6,2021050806,0,17,none
2021-05-10T00:35:06Z,timing,readODbefore_end,1,6,2021050806,0,17,none
2021-05-10T00:30:18Z,timing,readODbefore_start,1,6,2021050806,0,17,none
2021-05-10T00:29:14Z,worklist,transfer_end,1,6,2021050806,0,17,plate_transfer.gwl
2021-05-10T00:26:58Z,worklist,transfer_start,1,6,2021050806,0,17,plate_transfer.gwl
2021-05-10T00:23:41Z,worklist,infection_end,1,6,2021050806,0,17,plate_infection.gwl
2021-05-09T22:47:38Z,worklist,infection_start,1,6,2021050806,0,17,plate_infection.gwl
2021-05-09T22:46:56Z,timing,readOD_end,1,6,2021050706,0,17,none
2021-05-09T22:42:07Z,timing,readOD_start,1,6,2021050706,0,17,none
2021-05-09T22:42:05Z,timing,incubation_end,1,6,2021050706,0,16,none
2021-05-09T22:41:02Z,worklist,turnover_end,1,6,2021050806,0,17,plate_turnover1.gwl
2021-05-09T22:31:09Z,worklist,turnover_start,1,6,2021050806,0,17,plate_turnover.gwl
2021-05-09T22:26:13Z,timing,readAgar_end,1,6,2021050606,0,17,none
2021-05-09T22:22:12Z,timing,readAgar_start,1,6,2021050606,0,17,none
2021-05-09T22:21:23Z,timing,replication_end,1,5,$AssayPlate.ID$,0,17,none
2021-05-09T22:15:07Z,timing,replication_start,1,5,2021050705,0,17,none
2021-05-09T22:14:36Z,timing,incubation_start,1,5,2021050805,0,17,none
2021-05-09T22:14:06Z,timing,readODbefore_end,1,5,2021050805,0,17,none
2021-05-09T22:09:18Z,timing,readODbefore_start,1,5,2021050805,0,17,none
2021-05-09T22:08:15Z,worklist,transfer_end,1,5,2021050805,0,17,plate_transfer.gwl
2021-05-09T22:05:59Z,worklist,transfer_start,1,5,2021050805,0,17,plate_transfer.gwl
2021-05-09T22:02:42Z,worklist,infection_end,1,5,2021050805,0,17,plate_infection.gwl
2021-05-09T20:26:42Z,worklist,infection_start,1,5,2021050805,0,17,plate_infection.gwl
2021-05-09T20:26:01Z,timing,readOD_end,1,5,2021050705,0,17,none
2021-05-09T20:21:12Z,timing,readOD_start,1,5,2021050705,0,17,none
2021-05-09T20:21:10Z,timing,incubation_end,1,5,2021050705,0,16,none
2021-05-09T20:20:07Z,worklist,turnover_end,1,5,2021050805,0,17,plate_turnover1.gwl
2021-05-09T20:10:14Z,worklist,turnover_start,1,5,2021050805,0,17,plate_turnover.gwl
2021-05-09T20:05:18Z,timing,readAgar_end,1,5,2021050605,0,17,none
2021-05-09T20:01:14Z,timing,readAgar_start,1,5,2021050605,0,17,none
2021-05-09T20:00:25Z,timing,replication_end,1,4,$AssayPlate.ID$,0,17,none
2021-05-09T19:54:11Z,timing,replication_start,1,4,2021050704,0,17,none
2021-05-09T19:53:40Z,timing,incubation_start,1,4,2021050804,0,17,none
2021-05-09T19:53:11Z,timing,readODbefore_end,1,4,2021050804,0,17,none
2021-05-09T19:48:24Z,timing,readODbefore_start,1,4,2021050804,0,17,none
2021-05-09T19:47:21Z,worklist,transfer_end,1,4,2021050804,0,17,plate_transfer.gwl
2021-05-09T19:45:05Z,worklist,transfer_start,1,4,2021050804,0,17,plate_transfer.gwl
2021-05-09T19:41:47Z,worklist,infection_end,1,4,2021050804,0,17,plate_infection.gwl
2021-05-09T18:05:46Z,worklist,infection_start,1,4,2021050804,0,17,plate_infection.gwl
2021-05-09T18:05:05Z,timing,readOD_end,1,4,2021050704,0,17,none
2021-05-09T18:00:16Z,timing,readOD_start,1,4,2021050704,0,17,none
2021-05-09T18:00:13Z,timing,incubation_end,1,4,2021050704,0,16,none
2021-05-09T17:59:11Z,worklist,turnover_end,1,4,2021050804,0,17,plate_turnover1.gwl
2021-05-09T17:49:19Z,worklist,turnover_start,1,4,2021050804,0,17,plate_turnover.gwl
2021-05-09T17:44:22Z,timing,readAgar_end,1,4,2021050604,0,17,none
2021-05-09T17:40:15Z,timing,readAgar_start,1,4,2021050604,0,17,none
2021-05-09T17:39:25Z,timing,replication_end,1,3,$AssayPlate.ID$,0,17,none
2021-05-09T17:33:13Z,timing,replication_start,1,3,2021050703,0,17,none
2021-05-09T17:32:42Z,timing,incubation_start,1,3,2021050803,0,17,none
2021-05-09T17:32:13Z,timing,readODbefore_end,1,3,2021050803,0,17,none
2021-05-09T17:27:26Z,timing,readODbefore_start,1,3,2021050803,0,17,none
2021-05-09T17:26:23Z,worklist,transfer_end,1,3,2021050803,0,17,plate_transfer.gwl
2021-05-09T17:24:08Z,worklist,transfer_start,1,3,2021050803,0,17,plate_transfer.gwl
2021-05-09T17:20:50Z,worklist,infection_end,1,3,2021050803,0,17,plate_infection.gwl
2021-05-09T15:44:49Z,worklist,infection_start,1,3,2021050803,0,17,plate_infection.gwl
2021-05-09T15:44:07Z,timing,readOD_end,1,3,2021050703,0,17,none
2021-05-09T15:39:17Z,timing,readOD_start,1,3,2021050703,0,17,none
2021-05-09T15:39:15Z,timing,incubation_end,1,3,2021050703,0,16,none
2021-05-09T15:38:22Z,worklist,turnover_end,1,3,2021050803,0,17,plate_turnover1.gwl
2021-05-09T15:28:30Z,worklist,turnover_start,1,3,2021050803,0,17,plate_turnover.gwl
2021-05-09T15:19:28Z,timing,readAgar_end,1,3,2021050603,0,17,none
2021-05-09T15:15:31Z,timing,readAgar_start,1,3,2021050603,0,17,none
2021-05-08T22:07:02Z,timing,replication_start,1,2,2021050702,0,17,none
2021-05-08T22:06:32Z,timing,incubation_start,1,2,2021050802,0,17,none
2021-05-08T22:06:05Z,timing,readODbefore_end,1,2,2021050802,0,17,none
2021-05-08T22:01:07Z,timing,readODbefore_start,1,2,2021050802,0,17,none
2021-05-08T22:00:04Z,worklist,transfer_end,1,2,2021050802,0,17,plate_transfer.gwl
2021-05-08T21:57:49Z,worklist,transfer_start,1,2,2021050802,0,17,plate_transfer.gwl
2021-05-08T21:54:32Z,worklist,infection_end,1,2,2021050802,0,17,plate_infection.gwl
2021-05-08T20:18:34Z,worklist,infection_start,1,2,2021050802,0,17,plate_infection.gwl
2021-05-08T20:17:52Z,timing,readOD_end,1,2,2021050702,0,17,none
2021-05-08T20:13:01Z,timing,readOD_start,1,2,2021050702,0,17,none
2021-05-08T20:13:00Z,timing,incubation_end,1,2,2021050702,0,16,none
2021-05-08T20:11:57Z,worklist,turnover_end,1,2,2021050802,0,17,plate_turnover1.gwl
2021-05-08T20:02:05Z,worklist,turnover_start,1,2,2021050802,0,17,plate_turnover.gwl
2021-05-08T19:57:08Z,timing,readAgar_end,1,2,2021050602,0,17,none
2021-05-08T19:53:02Z,timing,readAgar_start,1,2,2021050602,0,17,none
2021-05-08T19:52:13Z,timing,replication_end,1,1,$AssayPlate.ID$,0,17,none
2021-05-08T19:46:01Z,timing,replication_start,1,1,2021050701,0,17,none
2021-05-08T19:45:31Z,timing,incubation_start,1,1,2021050801,0,17,none
2021-05-08T19:45:04Z,timing,readODbefore_end,1,1,2021050801,0,17,none
2021-05-08T19:40:18Z,timing,readODbefore_start,1,1,2021050801,0,17,none
2021-05-08T19:39:15Z,worklist,transfer_end,1,1,2021050801,0,17,plate_transfer.gwl
2021-05-08T19:37:01Z,worklist,transfer_start,1,1,2021050801,0,17,plate_transfer.gwl
2021-05-08T19:33:42Z,worklist,infection_end,1,1,2021050801,0,17,plate_infection.gwl
2021-05-08T17:57:45Z,worklist,infection_start,1,1,2021050801,0,17,plate_infection.gwl
2021-05-08T17:57:04Z,timing,readOD_end,1,1,2021050701,0,17,none
2021-05-08T17:52:16Z,timing,readOD_start,1,1,2021050701,0,17,none
2021-05-08T17:52:14Z,timing,incubation_end,1,1,2021050701,0,16,none
2021-05-08T17:51:12Z,worklist,turnover_end,1,1,2021050801,0,17,plate_turnover1.gwl
2021-05-08T17:41:19Z,worklist,turnover_start,1,1,2021050801,0,17,plate_turnover.gwl
2021-05-08T17:36:22Z,timing,readAgar_end,1,1,2021050601,0,17,none
2021-05-08T17:32:20Z,timing,readAgar_start,1,1,2021050601,0,17,none
2021-05-08T17:31:58Z,timing,readCheck_end,1,0,0,0,17,none
2021-05-08T17:27:58Z,timing,readCheck_start,1,0,0,0,17,none
2021-05-08T17:27:39Z,timing,strainTest_end,1,0,$AssayPlate.ID$,0,17,none
2021-05-08T17:21:03Z,timing,strainTest_start,1,0,$AssayPlate.ID$,0,17,none
2021-05-08T17:20:03Z,timing,platesReady,1,0,none,0,17,none
2021-05-08T17:17:44Z,worklist,treatment_end,1,6,2021050806,0,17,plate_6_treatment.gwl
2021-05-08T16:35:20Z,worklist,treatment_start,1,6,2021050806,0,17,plate_6_treatment.gwl
2021-05-08T16:34:42Z,worklist,treatment_end,1,5,2021050805,0,17,plate_5_treatment.gwl
2021-05-08T16:06:54Z,worklist,treatment_start,1,5,2021050805,0,17,plate_5_treatment.gwl
2021-05-08T16:06:13Z,worklist,treatment_end,1,4,2021050804,0,17,plate_4_treatment.gwl
2021-05-08T15:38:28Z,worklist,treatment_start,1,4,2021050804,0,17,plate_4_treatment.gwl
2021-05-08T15:37:47Z,worklist,treatment_end,1,3,2021050803,0,17,plate_3_treatment.gwl
2021-05-08T15:10:03Z,worklist,treatment_start,1,3,2021050803,0,17,plate_3_treatment.gwl
2021-05-08T15:09:22Z,worklist,treatment_end,1,2,2021050802,0,17,plate_2_treatment.gwl
2021-05-08T14:41:43Z,worklist,treatment_start,1,2,2021050802,0,17,plate_2_treatment.gwl
2021-05-08T14:41:01Z,worklist,treatment_end,1,1,2021050801,0,17,plate_1_treatment.gwl
2021-05-08T14:19:58Z,worklist,treatment_start,1,1,2021050801,0,17,plate_1_treatment.gwl
2021-05-08T14:19:28Z,timing,fillPlates_end,1,0,none,0,17,none
2021-05-08T14:08:58Z,timing,fillPlates_start,1,0,none,0,17,none
2021-05-08T14:08:56Z,timing,transfer17_start,1,0,none,0,17,none
2021-05-08T05:46:41Z,timing,transfer16_end,1,0,none,0,16,none
2021-05-08T05:46:02Z,timing,replication_end,1,6,$AssayPlate.ID$,0,16,none
2021-05-08T05:39:48Z,timing,replication_start,1,6,2021050606,0,16,none
2021-05-08T05:39:17Z,timing,incubation_start,1,6,2021050706,0,16,none
2021-05-08T05:38:50Z,timing,readODbefore_end,1,6,2021050706,0,16,none
2021-05-08T05:34:03Z,timing,readODbefore_start,1,6,2021050706,0,16,none
2021-05-08T05:33:01Z,worklist,transfer_end,1,6,2021050706,0,16,plate_transfer.gwl
2021-05-08T05:30:46Z,worklist,transfer_start,1,6,2021050706,0,16,plate_transfer.gwl
2021-05-08T05:27:35Z,worklist,infection_end,1,6,2021050706,0,16,plate_infection.gwl
2021-05-08T03:51:31Z,worklist,infection_start,1,6,2021050706,0,16,plate_infection.gwl
2021-05-08T03:50:50Z,timing,readOD_end,1,6,2021050606,0,16,none
2021-05-08T03:46:01Z,timing,readOD_start,1,6,2021050606,0,16,none
2021-05-08T03:46:00Z,timing,incubation_end,1,6,2021050606,0,15,none
2021-05-08T03:44:59Z,worklist,turnover_end,1,6,2021050706,0,16,plate_turnover1.gwl
2021-05-08T03:35:30Z,worklist,turnover_start,1,6,2021050706,0,16,plate_turnover.gwl
2021-05-08T03:30:34Z,timing,readAgar_end,1,6,2021050406,0,16,none
2021-05-08T03:26:39Z,timing,readAgar_start,1,6,2021050406,0,16,none
2021-05-08T03:25:51Z,timing,replication_end,1,5,$AssayPlate.ID$,0,16,none
2021-05-08T03:19:38Z,timing,replication_start,1,5,2021050605,0,16,none
2021-05-08T03:19:07Z,timing,incubation_start,1,5,2021050705,0,16,none
2021-05-08T03:18:41Z,timing,readODbefore_end,1,5,2021050705,0,16,none
2021-05-08T03:13:54Z,timing,readODbefore_start,1,5,2021050705,0,16,none
2021-05-08T03:12:51Z,worklist,transfer_end,1,5,2021050705,0,16,plate_transfer.gwl
2021-05-08T03:10:36Z,worklist,transfer_start,1,5,2021050705,0,16,plate_transfer.gwl
2021-05-08T03:07:24Z,worklist,infection_end,1,5,2021050705,0,16,plate_infection.gwl
2021-05-08T01:30:48Z,worklist,infection_start,1,5,2021050705,0,16,plate_infection.gwl
2021-05-08T01:30:07Z,timing,readOD_end,1,5,2021050605,0,16,none
2021-05-08T01:25:19Z,timing,readOD_start,1,5,2021050605,0,16,none
2021-05-08T01:25:17Z,timing,incubation_end,1,5,2021050605,0,15,none
2021-05-08T01:24:13Z,worklist,turnover_end,1,5,2021050705,0,16,plate_turnover1.gwl
2021-05-08T01:14:42Z,worklist,turnover_start,1,5,2021050705,0,16,plate_turnover.gwl
2021-05-08T01:09:48Z,timing,readAgar_end,1,5,2021050405,0,16,none
2021-05-08T01:05:50Z,timing,readAgar_start,1,5,2021050405,0,16,none
2021-05-08T01:05:03Z,timing,replication_end,1,4,$AssayPlate.ID$,0,16,none
2021-05-08T00:58:51Z,timing,replication_start,1,4,2021050604,0,16,none
