transfer,run,desc,plate_n,barcode,ab
5,1,agar,4,2021042216,A
5,1,agar,5,2021042217,A
5,1,agar,6,2021042218,A
5,1,agar,1,2021042219,B
5,1,agar,2,2021042220,B
5,1,agar,3,2021042221,B
5,1,agar,4,2021042222,B
5,1,agar,5,2021042223,B
5,1,agar,6,2021042224,B
5,1,agar,1,2021042225,AB
5,1,agar,2,2021042226,AB
5,1,agar,3,2021042227,AB
5,1,agar,4,2021042228,AB
5,1,agar,5,2021042229,AB
5,1,agar,6,2021042230,AB
6,1,on,1,2021042231,N
5,1,test,1,2021042232,N
5,1,test,1,2021042233,A
5,1,test,1,2021042234,B
5,1,test,1,2021042235,AB
6,1,assay,1,2021042301,N
6,1,assay,2,2021042302,N
6,1,assay,3,2021042303,N
6,1,assay,4,2021042304,N
6,1,assay,5,2021042305,N
6,1,assay,6,2021042306,N
6,1,agar,1,2021042307,N
6,1,agar,2,2021042308,N
6,1,agar,3,2021042309,N
6,1,agar,4,2021042310,N
6,1,agar,5,2021042311,N
6,1,agar,6,2021042312,N
6,1,agar,1,2021042313,A
6,1,agar,2,2021042314,A
6,1,agar,3,2021042315,A
6,1,agar,4,2021042316,A
6,1,agar,5,2021042317,A
6,1,agar,6,2021042318,A
6,1,agar,1,2021042319,B
6,1,agar,2,2021042320,B
6,1,agar,3,2021042321,B
6,1,agar,4,2021042322,B
6,1,agar,5,2021042323,B
6,1,agar,6,2021042324,B
6,1,agar,1,2021042325,AB
6,1,agar,2,2021042326,AB
6,1,agar,3,2021042327,AB
6,1,agar,4,2021042328,AB
6,1,agar,5,2021042329,AB
6,1,agar,6,2021042330,AB
7,1,on,1,2021042331,N
6,1,test,1,2021042332,N
6,1,test,1,2021042333,A
6,1,test,1,2021042334,B
6,1,test,1,2021042335,AB
7,1,assay,1,2021042401,N
7,1,assay,2,2021042402,N
7,1,assay,3,2021042403,N
7,1,assay,4,2021042404,N
7,1,assay,5,2021042405,N
7,1,assay,6,2021042406,N
7,1,agar,1,2021042407,N
7,1,agar,2,2021042408,N
7,1,agar,3,2021042409,N
7,1,agar,4,2021042410,N
7,1,agar,5,2021042411,N
7,1,agar,6,2021042412,N
7,1,agar,1,2021042413,A
7,1,agar,2,2021042414,A
7,1,agar,3,2021042415,A
7,1,agar,4,2021042416,A
7,1,agar,5,2021042417,A
7,1,agar,6,2021042418,A
7,1,agar,1,2021042419,B
7,1,agar,2,2021042420,B
7,1,agar,3,2021042421,B
7,1,agar,4,2021042422,B
7,1,agar,5,2021042423,B
7,1,agar,6,2021042424,B
7,1,agar,1,2021042425,AB
7,1,agar,2,2021042426,AB
7,1,agar,3,2021042427,AB
7,1,agar,4,2021042428,AB
7,1,agar,5,2021042429,AB
7,1,agar,6,2021042430,AB
8,1,on,1,2021042431,N
7,1,test,1,2021042432,N
7,1,test,1,2021042433,A
7,1,test,1,2021042434,B
7,1,test,1,2021042435,AB
8,1,assay,1,2021042501,N
8,1,assay,2,2021042502,N
8,1,assay,3,2021042503,N
8,1,assay,4,2021042504,N
8,1,assay,5,2021042505,N
8,1,assay,6,2021042506,N
8,1,agar,1,2021042507,N
8,1,agar,2,2021042508,N
8,1,agar,3,2021042509,N
8,1,agar,4,2021042510,N
8,1,agar,5,2021042511,N
8,1,agar,6,2021042512,N
8,1,agar,1,2021042513,A
8,1,agar,2,2021042514,A
8,1,agar,3,2021042515,A
8,1,agar,4,2021042516,A
8,1,agar,5,2021042517,A
8,1,agar,6,2021042518,A
8,1,agar,1,2021042519,B
8,1,agar,2,2021042520,B
8,1,agar,3,2021042521,B
8,1,agar,4,2021042522,B
8,1,agar,5,2021042523,B
8,1,agar,6,2021042524,B
8,1,agar,1,2021042525,AB
8,1,agar,2,2021042526,AB
8,1,agar,3,2021042527,AB
8,1,agar,4,2021042528,AB
8,1,agar,5,2021042529,AB
8,1,agar,6,2021042530,AB
9,1,on,1,2021042531,N
8,1,test,1,2021042532,N
8,1,test,1,2021042533,A
8,1,test,1,2021042534,B
8,1,test,1,2021042535,AB
9,1,assay,1,2021042601,N
9,1,assay,2,2021042602,N
9,1,assay,3,2021042603,N
9,1,assay,4,2021042604,N
9,1,assay,5,2021042605,N
9,1,assay,6,2021042606,N
9,1,agar,1,2021042607,N
9,1,agar,2,2021042608,N
9,1,agar,3,2021042609,N
9,1,agar,4,2021042610,N
9,1,agar,5,2021042611,N
9,1,agar,6,2021042612,N
9,1,agar,1,2021042613,A
9,1,agar,2,2021042614,A
9,1,agar,3,2021042615,A
9,1,agar,4,2021042616,A
9,1,agar,5,2021042617,A
9,1,agar,6,2021042618,A
9,1,agar,1,2021042619,B
9,1,agar,2,2021042620,B
9,1,agar,3,2021042621,B
9,1,agar,4,2021042622,B
9,1,agar,5,2021042623,B
9,1,agar,6,2021042624,B
9,1,agar,1,2021042625,AB
9,1,agar,2,2021042626,AB
9,1,agar,3,2021042627,AB
9,1,agar,4,2021042628,AB
9,1,agar,5,2021042629,AB
9,1,agar,6,2021042630,AB
10,1,on,1,2021042631,N
9,1,test,1,2021042632,N
9,1,test,1,2021042633,A
9,1,test,1,2021042634,B
9,1,test,1,2021042635,AB
10,1,assay,1,2021042701,N
10,1,assay,2,2021042702,N
10,1,assay,3,2021042703,N
10,1,assay,4,2021042704,N
10,1,assay,5,2021042705,N
10,1,assay,6,2021042706,N
10,1,agar,1,2021042707,N
10,1,agar,2,2021042708,N
10,1,agar,3,2021042709,N
10,1,agar,4,2021042710,N
10,1,agar,5,2021042711,N
10,1,agar,6,2021042712,N
10,1,agar,1,2021042713,A
10,1,agar,2,2021042714,A
10,1,agar,3,2021042715,A
10,1,agar,4,2021042716,A
10,1,agar,5,2021042717,A
10,1,agar,6,2021042718,A
10,1,agar,1,2021042719,B
10,1,agar,2,2021042720,B
10,1,agar,3,2021042721,B
10,1,agar,4,2021042722,B
10,1,agar,5,2021042723,B
10,1,agar,6,2021042724,B
10,1,agar,1,2021042725,AB
10,1,agar,2,2021042726,AB
10,1,agar,3,2021042727,AB
10,1,agar,4,2021042728,AB
10,1,agar,5,2021042729,AB
10,1,agar,6,2021042730,AB
11,1,on,1,2021042731,N
10,1,test,1,2021042732,N
10,1,test,1,2021042733,A
10,1,test,1,2021042734,B
10,1,test,1,2021042735,AB
11,1,assay,1,2021042801,N
11,1,assay,2,2021042802,N
11,1,assay,3,2021042803,N
11,1,assay,4,2021042804,N
11,1,assay,5,2021042805,N
11,1,assay,6,2021042806,N
11,1,agar,1,2021042807,N
11,1,agar,2,2021042808,N
11,1,agar,3,2021042809,N
11,1,agar,4,2021042810,N
11,1,agar,5,2021042811,N
11,1,agar,6,2021042812,N
11,1,agar,1,2021042813,A
11,1,agar,2,2021042814,A
11,1,agar,3,2021042815,A
11,1,agar,4,2021042816,A
11,1,agar,5,2021042817,A
11,1,agar,6,2021042818,A
11,1,agar,1,2021042819,B
11,1,agar,2,2021042820,B
11,1,agar,3,2021042821,B
11,1,agar,4,2021042822,B
11,1,agar,5,2021042823,B
11,1,agar,6,2021042824,B
11,1,agar,1,2021042825,AB
11,1,agar,2,2021042826,AB
11,1,agar,3,2021042827,AB
11,1,agar,4,2021042828,AB
11,1,agar,5,2021042829,AB
11,1,agar,6,2021042830,AB
12,1,on,1,2021042831,N
11,1,test,1,2021042832,N
11,1,test,1,2021042833,A
11,1,test,1,2021042834,B
11,1,test,1,2021042835,AB
12,1,assay,1,2021042901,N
12,1,assay,2,2021042902,N
12,1,assay,3,2021042903,N
12,1,assay,4,2021042904,N
12,1,assay,5,2021042905,N
12,1,assay,6,2021042906,N
12,1,agar,1,2021042907,N
12,1,agar,2,2021042908,N
12,1,agar,3,2021042909,N
12,1,agar,4,2021042910,N
12,1,agar,5,2021042911,N
12,1,agar,6,2021042912,N
12,1,agar,1,2021042913,A
12,1,agar,2,2021042914,A
12,1,agar,3,2021042915,A
12,1,agar,4,2021042916,A
12,1,agar,5,2021042917,A
12,1,agar,6,2021042918,A
12,1,agar,1,2021042919,B
12,1,agar,2,2021042920,B
12,1,agar,3,2021042921,B
12,1,agar,4,2021042922,B
12,1,agar,5,2021042923,B
12,1,agar,6,2021042924,B
12,1,agar,1,2021042925,AB
12,1,agar,2,2021042926,AB
12,1,agar,3,2021042927,AB
12,1,agar,4,2021042928,AB
12,1,agar,5,2021042929,AB
12,1,agar,6,2021042930,AB
13,1,on,1,2021042931,N
12,1,test,1,2021042932,N
12,1,test,1,2021042933,A
12,1,test,1,2021042934,B
12,1,test,1,2021042935,AB
13,1,assay,1,2021050301,N
13,1,assay,2,2021050302,N
13,1,assay,3,2021050303,N
13,1,assay,4,2021050304,N
13,1,assay,5,2021050305,N
13,1,assay,6,2021050306,N
13,1,agar,1,2021050307,N
13,1,agar,2,2021050308,N
13,1,agar,3,2021050309,N
13,1,agar,4,2021050310,N
13,1,agar,5,2021050311,N
13,1,agar,6,2021050312,N
13,1,agar,1,2021050313,A
13,1,agar,2,2021050314,A
13,1,agar,3,2021050315,A
13,1,agar,4,2021050316,A
13,1,agar,5,2021050317,A
13,1,agar,6,2021050318,A
13,1,agar,1,2021050319,B
13,1,agar,2,2021050320,B
13,1,agar,3,2021050321,B
13,1,agar,4,2021050322,B
13,1,agar,5,2021050323,B
13,1,agar,6,2021050324,B
13,1,agar,1,2021050325,AB
13,1,agar,2,2021050326,AB
13,1,agar,3,2021050327,AB
13,1,agar,4,2021050328,AB
13,1,agar,5,2021050329,AB
13,1,agar,6,2021050330,AB
14,1,on,1,2021050331,N
13,1,test,1,2021050332,N
13,1,test,1,2021050333,A
13,1,test,1,2021050334,B
13,1,test,1,2021050335,AB
14,1,assay,1,2021050401,N
14,1,assay,2,2021050402,N
14,1,assay,3,2021050403,N
14,1,assay,4,2021050404,N
14,1,assay,5,2021050405,N
14,1,assay,6,2021050406,N
14,1,agar,1,2021050407,N
14,1,agar,2,2021050408,N
14,1,agar,3,2021050409,N
14,1,agar,4,2021050410,N
14,1,agar,5,2021050411,N
14,1,agar,6,2021050412,N
14,1,agar,1,2021050413,A
14,1,agar,2,2021050414,A
14,1,agar,3,2021050415,A
14,1,agar,4,2021050416,A
14,1,agar,5,2021050417,A
14,1,agar,6,2021050418,A
14,1,agar,1,2021050419,B
14,1,agar,2,2021050420,B
14,1,agar,3,2021050421,B
14,1,agar,4,2021050422,B
14,1,agar,5,2021050423,B
14,1,agar,6,2021050424,B
14,1,agar,1,2021050425,AB
14,1,agar,2,2021050426,AB
14,1,agar,3,2021050427,AB
14,1,agar,4,2021050428,AB
14,1,agar,5,2021050429,AB
14,1,agar,6,2021050430,AB
15,1,on,1,2021050431,N
14,1,test,1,2021050432,N
14,1,test,1,2021050433,A
14,1,test,1,2021050434,B
14,1,test,1,2021050435,AB
15,1,assay,1,2021050601,N
15,1,assay,2,2021050602,N
15,1,assay,3,2021050603,N
15,1,assay,4,2021050604,N
15,1,assay,5,2021050605,N
15,1,assay,6,2021050606,N
15,1,agar,1,2021050607,N
15,1,agar,2,2021050608,N
15,1,agar,3,2021050609,N
15,1,agar,4,2021050610,N
15,1,agar,5,2021050611,N
15,1,agar,6,2021050612,N
15,1,agar,1,2021050613,A
15,1,agar,2,2021050614,A
15,1,agar,3,2021050615,A
15,1,agar,4,2021050616,A
15,1,agar,5,2021050617,A
15,1,agar,6,2021050618,A
15,1,agar,1,2021050619,B
15,1,agar,2,2021050620,B
15,1,agar,3,2021050621,B
15,1,agar,4,2021050622,B
15,1,agar,5,2021050623,B
15,1,agar,6,2021050624,B
15,1,agar,1,2021050625,AB
15,1,agar,2,2021050626,AB
15,1,agar,3,2021050627,AB
15,1,agar,4,2021050628,AB
15,1,agar,5,2021050629,AB
15,1,agar,6,2021050630,AB
16,1,on,1,2021050631,N
15,1,test,1,2021050632,N
15,1,test,1,2021050633,A
15,1,test,1,2021050634,B
15,1,test,1,2021050635,AB
16,1,assay,1,2021050701,N
16,1,assay,2,2021050702,N
16,1,assay,3,2021050703,N
16,1,assay,4,2021050704,N
16,1,assay,5,2021050705,N
16,1,assay,6,2021050706,N
16,1,agar,1,2021050707,N
16,1,agar,2,2021050708,N
16,1,agar,3,2021050709,N
16,1,agar,4,2021050710,N
16,1,agar,5,2021050711,N
16,1,agar,6,2021050712,N
16,1,agar,1,2021050713,A
16,1,agar,2,2021050714,A
16,1,agar,3,2021050715,A
16,1,agar,4,2021050716,A
16,1,agar,5,2021050717,A
16,1,agar,6,2021050718,A
16,1,agar,1,2021050719,B
16,1,agar,2,2021050720,B
16,1,agar,3,2021050721,B
16,1,agar,4,2021050722,B
16,1,agar,5,2021050723,B
16,1,agar,6,2021050724,B
16,1,agar,1,2021050725,AB
16,1,agar,2,2021050726,AB
16,1,agar,3,2021050727,AB
16,1,agar,4,2021050728,AB
16,1,agar,5,2021050729,AB
16,1,agar,6,2021050730,AB
17,1,on,1,2021050731,N
16,1,test,1,2021050732,N
16,1,test,1,2021050733,A
16,1,test,1,2021050734,B
16,1,test,1,2021050735,AB
17,1,assay,1,2021050801,N
17,1,assay,2,2021050802,N
17,1,assay,3,2021050803,N
17,1,assay,4,2021050804,N
17,1,assay,5,2021050805,N
17,1,assay,6,2021050806,N
17,1,agar,1,2021050807,N
17,1,agar,2,2021050808,N
17,1,agar,3,2021050809,N
17,1,agar,4,2021050810,N
17,1,agar,5,2021050811,N
17,1,agar,6,2021050812,N
17,1,agar,1,2021050813,A
17,1,agar,2,2021050814,A
17,1,agar,3,2021050815,A
17,1,agar,4,2021050816,A
17,1,agar,5,2021050817,A
17,1,agar,6,2021050818,A
17,1,agar,1,2021050819,B
17,1,agar,2,2021050820,B
17,1,agar,3,2021050821,B
17,1,agar,4,2021050822,B
17,1,agar,5,2021050823,B
17,1,agar,6,2021050824,B
17,1,agar,1,2021050825,AB
17,1,agar,2,2021050826,AB
17,1,agar,3,2021050827,AB
17,1,agar,4,2021050828,AB
17,1,agar,5,2021050829,AB
17,1,agar,6,2021050830,AB
18,1,on,1,2021050831,N
17,1,test,1,2021050832,N
17,1,test,1,2021050833,A
17,1,test,1,2021050834,B
17,1,test,1,2021050835,AB
18,1,assay,1,2021051001,N
18,1,assay,2,2021051002,N
18,1,assay,3,2021051003,N
18,1,assay,4,2021051004,N
18,1,assay,5,2021051005,N
18,1,assay,6,2021051006,N
18,1,agar,1,2021051007,N
18,1,agar,2,2021051008,N
18,1,agar,3,2021051009,N
18,1,agar,4,2021051010,N
18,1,agar,5,2021051011,N
18,1,agar,6,2021051012,N
18,1,agar,1,2021051013,A
18,1,agar,2,2021051014,A
18,1,agar,3,2021051015,A
18,1,agar,4,2021051016,A
18,1,agar,5,2021051017,A
18,1,agar,6,2021051018,A
18,1,agar,1,2021051019,B
18,1,agar,2,2021051020,B
18,1,agar,3,2021051021,B
18,1,agar,4,2021051022,B
18,1,agar,5,2021051023,B
18,1,agar,6,2021051024,B
18,1,agar,1,2021051025,AB
18,1,agar,2,2021051026,AB
18,1,agar,3,2021051027,AB
18,1,agar,4,2021051028,AB
18,1,agar,5,2021051029,AB
18,1,agar,6,2021051030,AB
19,1,on,1,2021051031,N
18,1,test,1,2021051032,N
18,1,test,1,2021051033,A
18,1,test,1,2021051034,B
18,1,test,1,2021051035,AB
